Timestamp,Object Name,Video
2024-11-27T10:05:11.310903,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:11.824455100,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:12.326367300,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:12.829911300,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:13.337433500,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:13.851498200,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:14.363660500,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:14.876841100,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:15.388306300,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:15.902385700,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:16.417901400,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:16.930651,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:17.443515100,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:17.958526900,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:18.469901500,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:18.985127500,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:19.487258400,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:20.002242,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:20.517391,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:21.031566,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:21.543677,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:22.055583100,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:22.558206800,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:23.067602100,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:23.581231600,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:24.097998500,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:24.599440900,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:25.112033100,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:25.626293500,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:26.141273300,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:26.656296,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:27.172206500,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:27.745483900,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:28.257816700,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:28.773205800,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:29.287757,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:29.800694100,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:30.316342900,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:30.825539400,Zone2_ControlNode_camera,Uninitialized
2024-11-27T10:05:31.329321300,Zone2_ControlNode_camera,Uninitialized
