Timestamp, Device Name, Is Powered
2024-11-20T02:54:45.109868400,Zone2_GateNode_motor,false
2024-11-20T02:54:45.676060300,Zone2_GateNode_motor,false
2024-11-20T02:54:46.178938500,Zone2_GateNode_motor,false
2024-11-20T02:54:46.682658200,Zone2_GateNode_motor,false
2024-11-20T02:54:47.191679300,Zone2_GateNode_motor,false
2024-11-20T02:54:47.693114200,Zone2_GateNode_motor,false
2024-11-20T02:54:48.201190200,Zone2_GateNode_motor,false
2024-11-20T02:54:48.703178,Zone2_GateNode_motor,false
2024-11-20T02:54:49.263279300,Zone2_GateNode_motor,false
2024-11-20T02:54:49.775714100,Zone2_GateNode_motor,false
2024-11-20T02:54:50.278921100,Zone2_GateNode_motor,false
2024-11-20T02:54:50.793369400,Zone2_GateNode_motor,false
2024-11-20T02:54:51.307279300,Zone2_GateNode_motor,false
2024-11-20T02:54:51.819652600,Zone2_GateNode_motor,false
2024-11-20T02:54:52.333064200,Zone2_GateNode_motor,false
2024-11-20T02:54:52.833852500,Zone2_GateNode_motor,false
2024-11-20T02:54:53.344726400,Zone2_GateNode_motor,false
2024-11-20T02:54:53.858497100,Zone2_GateNode_motor,false
2024-11-20T02:54:54.373239700,Zone2_GateNode_motor,false
2024-11-20T02:54:54.885512,Zone2_GateNode_motor,false
2024-11-20T02:54:55.400968600,Zone2_GateNode_motor,false
2024-11-20T02:54:55.915037600,Zone2_GateNode_motor,false
2024-11-20T02:54:56.430277500,Zone2_GateNode_motor,false
2024-11-20T02:54:56.946460900,Zone2_GateNode_motor,false
2024-11-20T02:54:57.447830500,Zone2_GateNode_motor,false
2024-11-20T02:54:57.953663600,Zone2_GateNode_motor,false
2024-11-20T02:54:58.456264900,Zone2_GateNode_motor,false
2024-11-20T02:54:58.958398700,Zone2_GateNode_motor,false
2024-11-20T02:54:59.471016100,Zone2_GateNode_motor,false
2024-11-20T02:54:59.984967100,Zone2_GateNode_motor,false
2024-11-20T02:55:00.499426,Zone2_GateNode_motor,false
2024-11-20T02:55:01.011749400,Zone2_GateNode_motor,false
2024-11-20T02:55:01.525388800,Zone2_GateNode_motor,false
2024-11-20T02:55:02.031109200,Zone2_GateNode_motor,false
2024-11-20T02:55:02.544867300,Zone2_GateNode_motor,false
2024-11-20T02:55:03.058377700,Zone2_GateNode_motor,false
2024-11-20T02:55:03.571826600,Zone2_GateNode_motor,false
2024-11-20T02:55:04.086517300,Zone2_GateNode_motor,false
2024-11-20T02:55:04.599307600,Zone2_GateNode_motor,false
2024-11-20T02:55:05.101297200,Zone2_GateNode_motor,false
2024-11-20T02:55:05.604369600,Zone2_GateNode_motor,false
2024-11-20T02:55:06.116388700,Zone2_GateNode_motor,false
2024-11-20T02:55:06.617116200,Zone2_GateNode_motor,false
2024-11-20T02:55:07.120114500,Zone2_GateNode_motor,false
2024-11-20T02:55:07.633370200,Zone2_GateNode_motor,false
2024-11-20T02:55:08.145821800,Zone2_GateNode_motor,false
2024-11-20T02:55:08.649493200,Zone2_GateNode_motor,false
2024-11-20T02:55:09.160612200,Zone2_GateNode_motor,false
2024-11-20T02:55:09.674698700,Zone2_GateNode_motor,false
2024-11-20T02:55:10.175948900,Zone2_GateNode_motor,false
2024-11-20T02:55:10.687399700,Zone2_GateNode_motor,false
2024-11-20T02:55:11.189598700,Zone2_GateNode_motor,false
2024-11-20T02:55:11.703825100,Zone2_GateNode_motor,false
2024-11-20T02:55:12.214243400,Zone2_GateNode_motor,false
2024-11-20T02:55:12.719618900,Zone2_GateNode_motor,false
2024-11-20T02:55:13.228922200,Zone2_GateNode_motor,false
2024-11-20T02:55:13.737533600,Zone2_GateNode_motor,false
