Timestamp,Object Name,Connected Device 0,Switch 0 Status
2024-11-20T02:54:44.587109400,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
2024-11-20T02:54:45.273828700,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
2024-11-20T02:54:45.852654,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
2024-11-20T02:54:46.363855700,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,true
2024-11-20T02:54:46.878138900,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,true
2024-11-20T02:54:47.379091100,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,true
2024-11-20T02:54:47.891397600,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,true
2024-11-20T02:54:48.405646200,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,true
2024-11-20T02:54:48.920263700,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
2024-11-20T02:54:49.434444800,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
2024-11-20T02:54:49.936406400,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
2024-11-20T02:54:50.450418500,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
2024-11-20T02:54:50.963698800,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
2024-11-20T02:54:51.478866200,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,true
2024-11-20T02:54:51.989960700,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,true
2024-11-20T02:54:52.504136600,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
2024-11-20T02:54:53.017065500,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
2024-11-20T02:54:53.531609800,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,true
2024-11-20T02:54:54.043615200,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,true
2024-11-20T02:54:54.557542,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,true
2024-11-20T02:54:55.059006400,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
2024-11-20T02:54:55.572289700,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
2024-11-20T02:54:56.086472100,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,true
2024-11-20T02:54:56.600104500,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,true
2024-11-20T02:54:57.101709600,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,true
2024-11-20T02:54:57.616557700,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
2024-11-20T02:54:58.127701600,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
2024-11-20T02:54:58.628616,Zone1_BuzzerNode_actuator,Zone1_BuzzerNode_actuator_buzzer,false
