Timestamp,Object Name,ID
0.025,Zone3_GateNode_scanner,Uninitialized
0.109,Zone3_GateNode_scanner,Uninitialized
0.198,Zone3_GateNode_scanner,Uninitialized
0.276,Zone3_GateNode_scanner,Uninitialized
0.342,Zone3_GateNode_scanner,Uninitialized
0.423,Zone3_GateNode_scanner,Uninitialized
0.501,Zone3_GateNode_scanner,Uninitialized
0.608,Zone3_GateNode_scanner,Uninitialized
0.686,Zone3_GateNode_scanner,Uninitialized
0.754,Zone3_GateNode_scanner,Uninitialized
0.826,Zone3_GateNode_scanner,Uninitialized
0.896,Zone3_GateNode_scanner,Uninitialized
0.961,Zone3_GateNode_scanner,Uninitialized
1.032,Zone3_GateNode_scanner,Uninitialized
1.101,Zone3_GateNode_scanner,Uninitialized
1.185,Zone3_GateNode_scanner,Uninitialized
1.257,Zone3_GateNode_scanner,Uninitialized
1.335,Zone3_GateNode_scanner,Uninitialized
1.419,Zone3_GateNode_scanner,Uninitialized
1.507,Zone3_GateNode_scanner,Uninitialized
1.585,Zone3_GateNode_scanner,Uninitialized
1.663,Zone3_GateNode_scanner,Uninitialized
1.731,Zone3_GateNode_scanner,Uninitialized
1.802,Zone3_GateNode_scanner,Uninitialized
1.880,Zone3_GateNode_scanner,Uninitialized
1.959,Zone3_GateNode_scanner,Uninitialized
2.037,Zone3_GateNode_scanner,Uninitialized
2.107,Zone3_GateNode_scanner,Uninitialized
2.195,Zone3_GateNode_scanner,Uninitialized
2.273,Zone3_GateNode_scanner,Uninitialized
2.366,Zone3_GateNode_scanner,Uninitialized
2.460,Zone3_GateNode_scanner,Uninitialized
2.555,Zone3_GateNode_scanner,Uninitialized
2.636,Zone3_GateNode_scanner,Uninitialized
2.707,Zone3_GateNode_scanner,Uninitialized
2.784,Zone3_GateNode_scanner,Uninitialized
2.881,Zone3_GateNode_scanner,Uninitialized
2.964,Zone3_GateNode_scanner,Uninitialized
3.028,Zone3_GateNode_scanner,Uninitialized
3.114,Zone3_GateNode_scanner,Uninitialized
3.208,Zone3_GateNode_scanner,Uninitialized
3.302,Zone3_GateNode_scanner,Uninitialized
3.380,Zone3_GateNode_scanner,Uninitialized
3.460,Zone3_GateNode_scanner,Uninitialized
3.539,Zone3_GateNode_scanner,Uninitialized
3.607,Zone3_GateNode_scanner,Uninitialized
3.681,Zone3_GateNode_scanner,Uninitialized
3.753,Zone3_GateNode_scanner,Uninitialized
3.832,Zone3_GateNode_scanner,Uninitialized
3.905,Zone3_GateNode_scanner,Uninitialized
3.978,Zone3_GateNode_scanner,Uninitialized
4.055,Zone3_GateNode_scanner,Uninitialized
4.122,Zone3_GateNode_scanner,Uninitialized
4.201,Zone3_GateNode_scanner,Uninitialized
4.279,Zone3_GateNode_scanner,Uninitialized
4.344,Zone3_GateNode_scanner,Uninitialized
4.429,Zone3_GateNode_scanner,Uninitialized
4.508,Zone3_GateNode_scanner,Uninitialized
4.600,Zone3_GateNode_scanner,Uninitialized
4.693,Zone3_GateNode_scanner,Uninitialized
4.758,Zone3_GateNode_scanner,Uninitialized
4.822,Zone3_GateNode_scanner,Uninitialized
4.910,Zone3_GateNode_scanner,Uninitialized
4.989,Zone3_GateNode_scanner,Uninitialized
5.083,Zone3_GateNode_scanner,Uninitialized
5.175,Zone3_GateNode_scanner,Uninitialized
5.243,Zone3_GateNode_scanner,Uninitialized
5.329,Zone3_GateNode_scanner,Uninitialized
5.406,Zone3_GateNode_scanner,Uninitialized
5.470,Zone3_GateNode_scanner,Uninitialized
5.543,Zone3_GateNode_scanner,Uninitialized
5.607,Zone3_GateNode_scanner,Uninitialized
5.686,Zone3_GateNode_scanner,Uninitialized
5.751,Zone3_GateNode_scanner,Uninitialized
5.829,Zone3_GateNode_scanner,Uninitialized
5.909,Zone3_GateNode_scanner,Uninitialized
5.985,Zone3_GateNode_scanner,Uninitialized
6.057,Zone3_GateNode_scanner,Uninitialized
6.155,Zone3_GateNode_scanner,Uninitialized
6.234,Zone3_GateNode_scanner,Uninitialized
6.314,Zone3_GateNode_scanner,Uninitialized
6.405,Zone3_GateNode_scanner,Uninitialized
6.483,Zone3_GateNode_scanner,Uninitialized
6.560,Zone3_GateNode_scanner,Uninitialized
6.639,Zone3_GateNode_scanner,Uninitialized
6.718,Zone3_GateNode_scanner,Uninitialized
6.787,Zone3_GateNode_scanner,Uninitialized
6.859,Zone3_GateNode_scanner,Uninitialized
6.925,Zone3_GateNode_scanner,Uninitialized
6.999,Zone3_GateNode_scanner,Uninitialized
7.079,Zone3_GateNode_scanner,Uninitialized
7.145,Zone3_GateNode_scanner,Uninitialized
7.234,Zone3_GateNode_scanner,Uninitialized
7.328,Zone3_GateNode_scanner,Uninitialized
7.406,Zone3_GateNode_scanner,Uninitialized
7.470,Zone3_GateNode_scanner,Uninitialized
7.543,Zone3_GateNode_scanner,Uninitialized
7.635,Zone3_GateNode_scanner,Uninitialized
7.721,Zone3_GateNode_scanner,Uninitialized
7.826,Zone3_GateNode_scanner,Uninitialized
7.984,Zone3_GateNode_scanner,Uninitialized
8.087,Zone3_GateNode_scanner,Uninitialized
8.164,Zone3_GateNode_scanner,Uninitialized
8.246,Zone3_GateNode_scanner,Uninitialized
8.320,Zone3_GateNode_scanner,Uninitialized
8.386,Zone3_GateNode_scanner,Uninitialized
8.460,Zone3_GateNode_scanner,Uninitialized
8.528,Zone3_GateNode_scanner,Uninitialized
8.609,Zone3_GateNode_scanner,Uninitialized
8.681,Zone3_GateNode_scanner,Uninitialized
8.745,Zone3_GateNode_scanner,Uninitialized
8.813,Zone3_GateNode_scanner,Uninitialized
8.897,Zone3_GateNode_scanner,Uninitialized
8.989,Zone3_GateNode_scanner,Uninitialized
9.072,Zone3_GateNode_scanner,Uninitialized
9.143,Zone3_GateNode_scanner,Uninitialized
9.228,Zone3_GateNode_scanner,Uninitialized
9.292,Zone3_GateNode_scanner,Uninitialized
9.357,Zone3_GateNode_scanner,Uninitialized
9.421,Zone3_GateNode_scanner,Uninitialized
9.485,Zone3_GateNode_scanner,Uninitialized
9.560,Zone3_GateNode_scanner,Uninitialized
9.648,Zone3_GateNode_scanner,Uninitialized
9.745,Zone3_GateNode_scanner,Uninitialized
9.819,Zone3_GateNode_scanner,Uninitialized
9.895,Zone3_GateNode_scanner,Uninitialized
