Timestamp,Object Name
2024-11-19T12:26:37.348415500,someDevice,
2024-11-19T12:26:38.466096700,someDevice,
2024-11-19T12:26:39.485485500,someDevice,
2024-11-19T12:26:40.494539400,someDevice,
2024-11-19T12:26:41.511343400,someDevice,
2024-11-19T12:26:42.531211600,someDevice,
2024-11-19T12:26:43.550075600,someDevice,
2024-11-19T12:26:44.563579900,someDevice,
2024-11-19T12:26:45.576668500,someDevice,
2024-11-19T12:26:46.589752100,someDevice,
2024-11-19T12:26:47.604935900,someDevice,
