Timestamp,Object Name,Video
0.021,Zone3_MasterNode_camera,Uninitialized
0.044,Zone3_MasterNode_camera,Uninitialized
0.067,Zone3_MasterNode_camera,Uninitialized
0.087,Zone3_MasterNode_camera,Uninitialized
0.109,Zone3_MasterNode_camera,Uninitialized
0.130,Zone3_MasterNode_camera,Uninitialized
0.157,Zone3_MasterNode_camera,Uninitialized
0.182,Zone3_MasterNode_camera,Uninitialized
0.202,Zone3_MasterNode_camera,Uninitialized
0.223,Zone3_MasterNode_camera,Uninitialized
0.245,Zone3_MasterNode_camera,Uninitialized
0.268,Zone3_MasterNode_camera,Uninitialized
0.288,Zone3_MasterNode_camera,Uninitialized
0.309,Zone3_MasterNode_camera,Uninitialized
0.330,Zone3_MasterNode_camera,Uninitialized
0.350,Zone3_MasterNode_camera,Uninitialized
0.371,Zone3_MasterNode_camera,Uninitialized
0.392,Zone3_MasterNode_camera,Uninitialized
0.413,Zone3_MasterNode_camera,Uninitialized
0.433,Zone3_MasterNode_camera,Uninitialized
0.454,Zone3_MasterNode_camera,Uninitialized
0.480,Zone3_MasterNode_camera,Uninitialized
0.501,Zone3_MasterNode_camera,Uninitialized
0.526,Zone3_MasterNode_camera,Uninitialized
0.546,Zone3_MasterNode_camera,Uninitialized
0.576,Zone3_MasterNode_camera,Uninitialized
0.597,Zone3_MasterNode_camera,Uninitialized
0.617,Zone3_MasterNode_camera,Uninitialized
0.651,Zone3_MasterNode_camera,Uninitialized
0.681,Zone3_MasterNode_camera,Uninitialized
0.712,Zone3_MasterNode_camera,Uninitialized
0.732,Zone3_MasterNode_camera,Uninitialized
0.752,Zone3_MasterNode_camera,Uninitialized
0.775,Zone3_MasterNode_camera,Uninitialized
0.796,Zone3_MasterNode_camera,Uninitialized
0.816,Zone3_MasterNode_camera,Uninitialized
0.837,Zone3_MasterNode_camera,Uninitialized
0.867,Zone3_MasterNode_camera,Uninitialized
0.887,Zone3_MasterNode_camera,Uninitialized
0.908,Zone3_MasterNode_camera,Uninitialized
0.930,Zone3_MasterNode_camera,Uninitialized
0.962,Zone3_MasterNode_camera,Uninitialized
0.992,Zone3_MasterNode_camera,Uninitialized
1.024,Zone3_MasterNode_camera,Uninitialized
1.055,Zone3_MasterNode_camera,Uninitialized
1.087,Zone3_MasterNode_camera,Uninitialized
1.108,Zone3_MasterNode_camera,Uninitialized
1.129,Zone3_MasterNode_camera,Uninitialized
1.165,Zone3_MasterNode_camera,Uninitialized
1.185,Zone3_MasterNode_camera,Uninitialized
1.211,Zone3_MasterNode_camera,Uninitialized
1.231,Zone3_MasterNode_camera,Uninitialized
1.257,Zone3_MasterNode_camera,Uninitialized
1.288,Zone3_MasterNode_camera,Uninitialized
