Timestamp,Object Name,Event,Zone2_SpeakerNode_speaker_Played Message,Zone2_GateNode_relay_Switch 0 Status,Zone2_ActuatorNode_actuator_Switch 0 Status,Zone2_ActuatorNode_actuator_Switch 1 Status,Zone2_BuzzerNode_actuator_Connected Device 0,Zone2_ActuatorNode_actuator_Switch 2 Status,Zone2_ActuatorNode_actuator_Switch 3 Status,Zone2_BuzzerNode_actuator_Switch 0 Status,Zone2_GateNode_relay_Connected Device 0,Zone2_ActuatorNode_actuator_Connected Device 0,Zone2_ActuatorNode_actuator_Connected Device 1,Zone2_ActuatorNode_actuator_Connected Device 2,Zone2_GateNode_scanner_ID,Zone2_ActuatorNode_actuator_Connected Device 3
2024-11-20T02:54:53.640798400,Zone2_ControlNode,Gate [Zone2_GateNode] queried permission status for ID [Uninitialized]. Permission [DENIED],Uninitialized,false,false,false,Zone2_BuzzerNode_actuator_buzzer,false,false,false,Zone2_GateNode_motor,Disconnected,Disconnected,Disconnected,Uninitialized,Disconnected
2024-11-20T02:54:53.671374900,Zone2_ControlNode,Received (2) new packet from slave node [Zone2_GateNode],Uninitialized,false,false,false,Zone2_BuzzerNode_actuator_buzzer,false,false,false,Zone2_GateNode_motor,Disconnected,Disconnected,Disconnected,Uninitialized,Disconnected
2024-11-20T02:54:53.702001900,Zone2_ControlNode,Received (8) new packet from slave node [Zone2_ActuatorNode],Uninitialized,false,false,false,Zone2_BuzzerNode_actuator_buzzer,false,false,false,Zone2_GateNode_motor,Disconnected,Disconnected,Disconnected,Uninitialized,Disconnected
2024-11-20T02:54:54.011554500,Zone2_ControlNode,Received (1) new packet from slave node [Zone2_SpeakerNode],Uninitialized,false,false,false,Zone2_BuzzerNode_actuator_buzzer,false,false,false,Zone2_GateNode_motor,Disconnected,Disconnected,Disconnected,Uninitialized,Disconnected
2024-11-20T02:54:54.075092800,Zone2_ControlNode,Received (2) new packet from slave node [Zone2_BuzzerNode],Uninitialized,false,false,false,Zone2_BuzzerNode_actuator_buzzer,false,false,false,Zone2_GateNode_motor,Disconnected,Disconnected,Disconnected,Uninitialized,Disconnected
2024-11-20T02:54:54.201595400,Zone2_ControlNode,Gate [Zone2_GateNode] queried permission status for ID [Uninitialized]. Permission [DENIED],Uninitialized,false,false,false,Zone2_BuzzerNode_actuator_buzzer,false,false,false,Zone2_GateNode_motor,Disconnected,Disconnected,Disconnected,Uninitialized,Disconnected
2024-11-20T02:54:54.231618400,Zone2_ControlNode,Received (2) new packet from slave node [Zone2_GateNode],Uninitialized,false,false,false,Zone2_BuzzerNode_actuator_buzzer,false,false,false,Zone2_GateNode_motor,Disconnected,Disconnected,Disconnected,Uninitialized,Disconnected
2024-11-20T02:54:54.246610,Zone2_ControlNode,Received (8) new packet from slave node [Zone2_ActuatorNode],Uninitialized,false,false,false,Zone2_BuzzerNode_actuator_buzzer,false,false,false,Zone2_GateNode_motor,Disconnected,Disconnected,Disconnected,Uninitialized,Disconnected
2024-11-20T02:54:54.560543,Zone2_ControlNode,Received (1) new packet from slave node [Zone2_SpeakerNode],Uninitialized,false,false,false,Zone2_BuzzerNode_actuator_buzzer,false,false,false,Zone2_GateNode_motor,Disconnected,Disconnected,Disconnected,Uninitialized,Disconnected
2024-11-20T02:54:54.619814900,Zone2_ControlNode,Received (2) new packet from slave node [Zone2_BuzzerNode],Uninitialized,false,false,false,Zone2_BuzzerNode_actuator_buzzer,false,false,false,Zone2_GateNode_motor,Disconnected,Disconnected,Disconnected,Uninitialized,Disconnected
