Timestamp,Object Name,Played Message
2024-11-19T12:26:37.342412100,Zone1_SpeakerNode_speaker,Uninitialized
2024-11-19T12:26:38.466096700,Zone1_SpeakerNode_speaker,Uninitialized
2024-11-19T12:26:39.485485500,Zone1_SpeakerNode_speaker,Uninitialized
2024-11-19T12:26:40.494539400,Zone1_SpeakerNode_speaker,Uninitialized
2024-11-19T12:26:41.508346300,Zone1_SpeakerNode_speaker,Uninitialized
2024-11-19T12:26:42.530211200,Zone1_SpeakerNode_speaker,Uninitialized
2024-11-19T12:26:43.548037700,Zone1_SpeakerNode_speaker,Uninitialized
2024-11-19T12:26:44.562722,Zone1_SpeakerNode_speaker,Uninitialized
2024-11-19T12:26:45.576668500,Zone1_SpeakerNode_speaker,Uninitialized
2024-11-19T12:26:46.590641500,Zone1_SpeakerNode_speaker,Uninitialized
2024-11-19T12:26:47.604935900,Zone1_SpeakerNode_speaker,Uninitialized
